Date,Campus,Bus,Driver,Route,Scheduled Time,Entry Time,Exit Time,First Unload Time,Time Difference between Entry Time and Scheduled Time,Time Difference between First Unload Time and Scheduled Time,NumberUnloadedAtCampus
9/18/2025 12:00:00 AM,Anderson Elementary,801,Brown K,AND02 AM,7:35:00 AM,7:21:19 AM,,7:21:19 AM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,802,Taylor B,AND03 AM,7:35:00 AM,7:47:59 AM,,7:47:59 AM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,803,Johnson T,AND04 AM,7:35:00 AM,7:14:47 AM,,7:14:47 AM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,804,Anderson C,AND05 AM,7:35:00 AM,7:27:47 AM,,7:27:47 AM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,810,Miller S,BAM01 AM,7:35:00 AM,7:29:24 AM,,7:29:24 AM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,811,Wilson J,BAM02 AM,7:35:00 AM,7:25:49 AM,,7:25:49 AM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,812,Taylor B,BAM03 AM,7:35:00 AM,7:19:35 AM,,7:19:35 AM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,813,Anderson C,BAM04 AM,7:35:00 AM,7:49:42 AM,,7:49:42 AM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,814,Brown K,BAM05 AM,7:35:00 AM,7:27:41 AM,,7:27:41 AM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,820,Thomas D,COO01 AM,7:35:00 AM,7:25:53 AM,,7:25:53 AM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,821,Moore A,COO02 AM,7:35:00 AM,7:27:46 AM,,7:27:46 AM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,822,Brown K,COO03 AM,7:35:00 AM,7:25:20 AM,,7:25:20 AM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,823,Moore A,COO04 AM,7:35:00 AM,7:10:29 AM,,7:10:29 AM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,824,Wilson J,COO05 AM,7:35:00 AM,7:22:36 AM,,7:22:36 AM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,830,Thomas D,HER01 AM,7:35:00 AM,7:25:36 AM,,7:25:36 AM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,831,Anderson C,HER02 AM,7:35:00 AM,7:27:13 AM,,7:27:13 AM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,832,Johnson T,HER03 AM,7:35:00 AM,7:27:08 AM,,7:27:08 AM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,833,Johnson T,HER04 AM,7:35:00 AM,7:13:31 AM,,7:13:31 AM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,834,Wilson J,HER05 AM,7:35:00 AM,7:19:11 AM,,7:19:11 AM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,840,Johnson T,JEN01 AM,7:35:00 AM,7:21:15 AM,,7:21:15 AM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,841,Brown K,JEN02 AM,7:35:00 AM,7:49:46 AM,,7:49:46 AM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,842,Wilson J,JEN03 AM,7:35:00 AM,7:28:19 AM,,7:28:19 AM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,843,Johnson T,JEN04 AM,7:35:00 AM,7:15:05 AM,,7:15:05 AM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,844,Brown K,JEN05 AM,7:35:00 AM,7:25:07 AM,,7:25:07 AM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,850,Williams M,LEW01 AM,7:35:00 AM,7:18:25 AM,,7:18:25 AM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,851,Anderson C,LEW02 AM,7:35:00 AM,7:23:12 AM,,7:23:12 AM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,852,Johnson T,LEW03 AM,7:35:00 AM,7:16:41 AM,,7:16:41 AM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,853,Williams M,LEW04 AM,7:35:00 AM,7:13:43 AM,,7:13:43 AM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,854,Brown K,LEW05 AM,7:35:00 AM,,,7:20:12 AM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,860,Johnson T,MAR01 AM,7:35:00 AM,7:39:45 AM,,7:39:45 AM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,861,Williams M,MAR02 AM,7:35:00 AM,7:16:07 AM,,7:16:07 AM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,862,Brown K,MAR03 AM,7:35:00 AM,7:30:16 AM,,7:30:16 AM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,863,Thomas D,MAR04 AM,7:35:00 AM,7:23:35 AM,,7:23:35 AM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,864,Moore A,MAR05 AM,7:35:00 AM,7:36:26 AM,,7:36:26 AM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,870,Brown K,REY01 AM,7:35:00 AM,,,7:10:02 AM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,871,Thomas D,REY02 AM,7:35:00 AM,7:46:28 AM,,7:46:28 AM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,872,Miller S,REY03 AM,7:35:00 AM,7:25:15 AM,,7:25:15 AM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,873,Anderson C,REY04 AM,7:35:00 AM,7:27:51 AM,,7:27:51 AM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,874,Taylor B,REY05 AM,7:35:00 AM,7:28:31 AM,,7:28:31 AM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,880,Williams M,WES01 AM,8:05:00 AM,8:00:55 AM,,8:00:55 AM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,881,Williams M,WES02 AM,8:05:00 AM,7:46:45 AM,,7:46:45 AM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,882,Miller S,WES03 AM,8:05:00 AM,7:48:11 AM,,7:48:11 AM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,883,Wilson J,WES04 AM,8:05:00 AM,7:47:38 AM,,7:47:38 AM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,890,Moore A,LAK01 AM,8:05:00 AM,7:46:59 AM,,7:46:59 AM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,891,Davis R,LAK02 AM,8:05:00 AM,,,7:45:25 AM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,892,Williams M,LAK03 AM,8:05:00 AM,7:59:28 AM,,7:59:28 AM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,893,Davis R,LAK04 AM,8:05:00 AM,7:43:04 AM,,7:43:04 AM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,900,Wilson J,RIV01 AM,8:05:00 AM,7:58:20 AM,,7:58:20 AM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,901,Thomas D,RIV02 AM,8:05:00 AM,7:48:50 AM,,7:48:50 AM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,902,Williams M,RIV03 AM,8:05:00 AM,7:48:38 AM,,7:48:38 AM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,903,Johnson T,RIV04 AM,8:05:00 AM,7:42:17 AM,,7:42:17 AM,,,
9/18/2025 12:00:00 AM,Metro High School,910,Thomas D,MET01 AM,8:55:00 AM,8:32:36 AM,,8:32:36 AM,,,
9/18/2025 12:00:00 AM,Metro High School,911,Moore A,MET02 AM,8:55:00 AM,,,9:07:03 AM,,,
9/18/2025 12:00:00 AM,Metro High School,912,Johnson T,MET03 AM,8:55:00 AM,9:06:42 AM,,9:06:42 AM,,,
9/18/2025 12:00:00 AM,Northgate High School,920,Wilson J,NOR01 AM,8:55:00 AM,8:31:36 AM,,8:31:36 AM,,,
9/18/2025 12:00:00 AM,Northgate High School,921,Taylor B,NOR02 AM,8:55:00 AM,9:07:53 AM,,9:07:53 AM,,,
9/18/2025 12:00:00 AM,Northgate High School,922,Moore A,NOR03 AM,8:55:00 AM,8:41:34 AM,,8:41:34 AM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,800,Taylor B,AND01 AM,7:35:00 AM,7:41:28 AM,,7:41:28 AM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,801,Wilson J,AND02 AM,7:35:00 AM,7:28:53 AM,,7:28:53 AM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,802,Brown K,AND03 AM,7:35:00 AM,7:15:43 AM,,7:15:43 AM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,803,Taylor B,AND04 AM,7:35:00 AM,7:18:37 AM,,7:18:37 AM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,804,Williams M,AND05 AM,7:35:00 AM,7:28:50 AM,,7:28:50 AM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,810,Taylor B,BAM01 AM,7:35:00 AM,7:13:35 AM,,7:13:35 AM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,811,Miller S,BAM02 AM,7:35:00 AM,7:11:59 AM,,7:11:59 AM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,812,Thomas D,BAM03 AM,7:35:00 AM,7:22:28 AM,,7:22:28 AM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,813,Brown K,BAM04 AM,7:35:00 AM,7:41:37 AM,,7:41:37 AM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,814,Davis R,BAM05 AM,7:35:00 AM,7:18:34 AM,,7:18:34 AM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,820,Brown K,COO01 AM,7:35:00 AM,7:48:33 AM,,7:48:33 AM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,821,Davis R,COO02 AM,7:35:00 AM,7:37:37 AM,,7:37:37 AM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,822,Moore A,COO03 AM,7:35:00 AM,7:24:30 AM,,7:24:30 AM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,823,Anderson C,COO04 AM,7:35:00 AM,7:20:49 AM,,7:20:49 AM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,824,Williams M,COO05 AM,7:35:00 AM,7:17:20 AM,,7:17:20 AM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,830,Williams M,HER01 AM,7:35:00 AM,7:15:57 AM,,7:15:57 AM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,831,Anderson C,HER02 AM,7:35:00 AM,7:13:34 AM,,7:13:34 AM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,832,Miller S,HER03 AM,7:35:00 AM,7:27:50 AM,,7:27:50 AM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,833,Moore A,HER04 AM,7:35:00 AM,7:13:39 AM,,7:13:39 AM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,834,Anderson C,HER05 AM,7:35:00 AM,7:21:44 AM,,7:21:44 AM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,840,Williams M,JEN01 AM,7:35:00 AM,7:11:43 AM,,7:11:43 AM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,841,Williams M,JEN02 AM,7:35:00 AM,7:17:43 AM,,7:17:43 AM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,842,Davis R,JEN03 AM,7:35:00 AM,7:10:08 AM,,7:10:08 AM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,843,Johnson T,JEN04 AM,7:35:00 AM,7:10:36 AM,,7:10:36 AM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,844,Moore A,JEN05 AM,7:35:00 AM,7:46:55 AM,,7:46:55 AM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,850,Brown K,LEW01 AM,7:35:00 AM,7:21:20 AM,,7:21:20 AM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,851,Miller S,LEW02 AM,7:35:00 AM,7:23:12 AM,,7:23:12 AM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,852,Moore A,LEW03 AM,7:35:00 AM,7:48:08 AM,,7:48:08 AM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,853,Wilson J,LEW04 AM,7:35:00 AM,7:19:14 AM,,7:19:14 AM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,854,Brown K,LEW05 AM,7:35:00 AM,7:16:27 AM,,7:16:27 AM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,860,Williams M,MAR01 AM,7:35:00 AM,7:27:05 AM,,7:27:05 AM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,861,Anderson C,MAR02 AM,7:35:00 AM,7:29:00 AM,,7:29:00 AM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,862,Taylor B,MAR03 AM,7:35:00 AM,7:38:12 AM,,7:38:12 AM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,863,Miller S,MAR04 AM,7:35:00 AM,7:17:50 AM,,7:17:50 AM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,864,Davis R,MAR05 AM,7:35:00 AM,7:23:47 AM,,7:23:47 AM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,870,Anderson C,REY01 AM,7:35:00 AM,7:13:22 AM,,7:13:22 AM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,871,Anderson C,REY02 AM,7:35:00 AM,7:23:32 AM,,7:23:32 AM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,872,Miller S,REY03 AM,7:35:00 AM,7:21:41 AM,,7:21:41 AM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,873,Taylor B,REY04 AM,7:35:00 AM,7:13:39 AM,,7:13:39 AM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,874,Moore A,REY05 AM,7:35:00 AM,7:23:42 AM,,7:23:42 AM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,880,Brown K,WES01 AM,8:05:00 AM,8:20:30 AM,,8:20:30 AM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,881,Johnson T,WES02 AM,8:05:00 AM,,,7:42:50 AM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,882,Thomas D,WES03 AM,8:05:00 AM,8:11:54 AM,,8:11:54 AM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,883,Williams M,WES04 AM,8:05:00 AM,7:48:28 AM,,7:48:28 AM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,890,Miller S,LAK01 AM,8:05:00 AM,7:49:16 AM,,7:49:16 AM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,891,Thomas D,LAK02 AM,8:05:00 AM,7:46:45 AM,,7:46:45 AM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,892,Thomas D,LAK03 AM,8:05:00 AM,7:43:29 AM,,7:43:29 AM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,893,Thomas D,LAK04 AM,8:05:00 AM,7:42:33 AM,,7:42:33 AM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,900,Thomas D,RIV01 AM,8:05:00 AM,7:45:06 AM,,7:45:06 AM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,901,Thomas D,RIV02 AM,8:05:00 AM,7:48:45 AM,,7:48:45 AM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,902,Brown K,RIV03 AM,8:05:00 AM,7:53:36 AM,,7:53:36 AM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,903,Brown K,RIV04 AM,8:05:00 AM,8:15:13 AM,,8:15:13 AM,,,
9/19/2025 12:00:00 AM,Metro High School,910,Brown K,MET01 AM,8:55:00 AM,8:47:00 AM,,8:47:00 AM,,,
9/19/2025 12:00:00 AM,Metro High School,911,Moore A,MET02 AM,8:55:00 AM,8:50:32 AM,,8:50:32 AM,,,
9/19/2025 12:00:00 AM,Metro High School,912,Johnson T,MET03 AM,8:55:00 AM,8:41:12 AM,,8:41:12 AM,,,
9/19/2025 12:00:00 AM,Northgate High School,920,Wilson J,NOR01 AM,8:55:00 AM,8:30:05 AM,,8:30:05 AM,,,
9/19/2025 12:00:00 AM,Northgate High School,921,Brown K,NOR02 AM,8:55:00 AM,8:41:26 AM,,8:41:26 AM,,,
9/19/2025 12:00:00 AM,Northgate High School,922,Johnson T,NOR03 AM,8:55:00 AM,8:38:58 AM,,8:38:58 AM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,800,Williams M,AND01 AM,7:35:00 AM,7:29:27 AM,,7:29:27 AM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,801,Wilson J,AND02 AM,7:35:00 AM,7:28:45 AM,,7:28:45 AM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,802,Thomas D,AND03 AM,7:35:00 AM,7:11:30 AM,,7:11:30 AM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,803,Davis R,AND04 AM,7:35:00 AM,7:26:24 AM,,7:26:24 AM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,804,Davis R,AND05 AM,7:35:00 AM,7:13:35 AM,,7:13:35 AM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,810,Wilson J,BAM01 AM,7:35:00 AM,7:12:27 AM,,7:12:27 AM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,811,Brown K,BAM02 AM,7:35:00 AM,7:28:08 AM,,7:28:08 AM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,812,Johnson T,BAM03 AM,7:35:00 AM,7:28:35 AM,,7:28:35 AM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,813,Wilson J,BAM04 AM,7:35:00 AM,7:37:29 AM,,7:37:29 AM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,814,Brown K,BAM05 AM,7:35:00 AM,7:37:34 AM,,7:37:34 AM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,820,Miller S,COO01 AM,7:35:00 AM,7:26:38 AM,,7:26:38 AM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,821,Wilson J,COO02 AM,7:35:00 AM,7:26:06 AM,,7:26:06 AM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,822,Anderson C,COO03 AM,7:35:00 AM,7:12:09 AM,,7:12:09 AM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,823,Moore A,COO04 AM,7:35:00 AM,7:20:26 AM,,7:20:26 AM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,824,Anderson C,COO05 AM,7:35:00 AM,7:13:39 AM,,7:13:39 AM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,830,Brown K,HER01 AM,7:35:00 AM,7:16:15 AM,,7:16:15 AM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,831,Taylor B,HER02 AM,7:35:00 AM,7:19:35 AM,,7:19:35 AM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,832,Williams M,HER03 AM,7:35:00 AM,7:46:05 AM,,7:46:05 AM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,833,Thomas D,HER04 AM,7:35:00 AM,7:29:02 AM,,7:29:02 AM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,834,Williams M,HER05 AM,7:35:00 AM,7:12:50 AM,,7:12:50 AM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,840,Moore A,JEN01 AM,7:35:00 AM,7:12:13 AM,,7:12:13 AM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,841,Williams M,JEN02 AM,7:35:00 AM,7:48:46 AM,,7:48:46 AM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,842,Williams M,JEN03 AM,7:35:00 AM,7:20:02 AM,,7:20:02 AM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,843,Miller S,JEN04 AM,7:35:00 AM,7:19:28 AM,,7:19:28 AM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,844,Miller S,JEN05 AM,7:35:00 AM,7:42:02 AM,,7:42:02 AM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,850,Anderson C,LEW01 AM,7:35:00 AM,7:13:19 AM,,7:13:19 AM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,851,Johnson T,LEW02 AM,7:35:00 AM,7:29:28 AM,,7:29:28 AM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,852,Wilson J,LEW03 AM,7:35:00 AM,7:38:13 AM,,7:38:13 AM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,853,Taylor B,LEW04 AM,7:35:00 AM,,,7:23:06 AM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,854,Anderson C,LEW05 AM,7:35:00 AM,7:37:38 AM,,7:37:38 AM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,860,Brown K,MAR01 AM,7:35:00 AM,7:30:25 AM,,7:30:25 AM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,861,Williams M,MAR02 AM,7:35:00 AM,7:25:28 AM,,7:25:28 AM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,862,Johnson T,MAR03 AM,7:35:00 AM,7:27:21 AM,,7:27:21 AM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,863,Taylor B,MAR04 AM,7:35:00 AM,,,7:11:02 AM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,864,Brown K,MAR05 AM,7:35:00 AM,7:13:03 AM,,7:13:03 AM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,870,Johnson T,REY01 AM,7:35:00 AM,7:40:43 AM,,7:40:43 AM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,871,Miller S,REY02 AM,7:35:00 AM,7:29:56 AM,,7:29:56 AM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,872,Thomas D,REY03 AM,7:35:00 AM,7:39:41 AM,,7:39:41 AM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,873,Wilson J,REY04 AM,7:35:00 AM,7:20:09 AM,,7:20:09 AM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,874,Johnson T,REY05 AM,7:35:00 AM,7:17:58 AM,,7:17:58 AM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,880,Davis R,WES01 AM,8:05:00 AM,8:14:17 AM,,8:14:17 AM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,881,Thomas D,WES02 AM,8:05:00 AM,7:49:55 AM,,7:49:55 AM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,882,Wilson J,WES03 AM,8:05:00 AM,7:55:40 AM,,7:55:40 AM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,883,Miller S,WES04 AM,8:05:00 AM,7:43:16 AM,,7:43:16 AM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,890,Davis R,LAK01 AM,8:05:00 AM,,,7:55:36 AM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,891,Johnson T,LAK02 AM,8:05:00 AM,7:43:35 AM,,7:43:35 AM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,892,Moore A,LAK03 AM,8:05:00 AM,7:56:39 AM,,7:56:39 AM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,893,Anderson C,LAK04 AM,8:05:00 AM,7:42:55 AM,,7:42:55 AM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,900,Davis R,RIV01 AM,8:05:00 AM,,,7:54:29 AM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,901,Johnson T,RIV02 AM,8:05:00 AM,7:56:00 AM,,7:56:00 AM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,902,Brown K,RIV03 AM,8:05:00 AM,7:55:06 AM,,7:55:06 AM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,903,Williams M,RIV04 AM,8:05:00 AM,,,7:45:36 AM,,,
9/22/2025 12:00:00 AM,Metro High School,910,Anderson C,MET01 AM,8:55:00 AM,8:33:35 AM,,8:33:35 AM,,,
9/22/2025 12:00:00 AM,Metro High School,911,Williams M,MET02 AM,8:55:00 AM,8:34:02 AM,,8:34:02 AM,,,
9/22/2025 12:00:00 AM,Metro High School,912,Davis R,MET03 AM,8:55:00 AM,8:38:38 AM,,8:38:38 AM,,,
9/22/2025 12:00:00 AM,Northgate High School,920,Miller S,NOR01 AM,8:55:00 AM,8:47:32 AM,,8:47:32 AM,,,
9/22/2025 12:00:00 AM,Northgate High School,921,Brown K,NOR02 AM,8:55:00 AM,8:43:08 AM,,8:43:08 AM,,,
9/22/2025 12:00:00 AM,Northgate High School,922,Davis R,NOR03 AM,8:55:00 AM,8:34:47 AM,,8:34:47 AM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,800,Johnson T,AND01 AM,7:35:00 AM,7:10:13 AM,,7:10:13 AM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,801,Taylor B,AND02 AM,7:35:00 AM,7:26:44 AM,,7:26:44 AM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,802,Williams M,AND03 AM,7:35:00 AM,7:29:26 AM,,7:29:26 AM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,803,Taylor B,AND04 AM,7:35:00 AM,7:19:25 AM,,7:19:25 AM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,804,Brown K,AND05 AM,7:35:00 AM,7:37:26 AM,,7:37:26 AM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,810,Anderson C,BAM01 AM,7:35:00 AM,7:30:16 AM,,7:30:16 AM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,811,Williams M,BAM02 AM,7:35:00 AM,7:39:07 AM,,7:39:07 AM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,812,Moore A,BAM03 AM,7:35:00 AM,7:29:24 AM,,7:29:24 AM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,813,Johnson T,BAM04 AM,7:35:00 AM,7:21:49 AM,,7:21:49 AM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,814,Miller S,BAM05 AM,7:35:00 AM,7:24:45 AM,,7:24:45 AM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,820,Brown K,COO01 AM,7:35:00 AM,7:18:08 AM,,7:18:08 AM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,821,Brown K,COO02 AM,7:35:00 AM,7:47:21 AM,,7:47:21 AM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,822,Anderson C,COO03 AM,7:35:00 AM,7:29:34 AM,,7:29:34 AM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,823,Davis R,COO04 AM,7:35:00 AM,7:28:42 AM,,7:28:42 AM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,824,Miller S,COO05 AM,7:35:00 AM,7:38:56 AM,,7:38:56 AM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,830,Johnson T,HER01 AM,7:35:00 AM,7:23:04 AM,,7:23:04 AM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,831,Taylor B,HER02 AM,7:35:00 AM,7:18:58 AM,,7:18:58 AM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,832,Wilson J,HER03 AM,7:35:00 AM,7:41:15 AM,,7:41:15 AM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,833,Anderson C,HER04 AM,7:35:00 AM,7:28:27 AM,,7:28:27 AM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,834,Johnson T,HER05 AM,7:35:00 AM,7:11:58 AM,,7:11:58 AM,,,
9/23/2025 12:00:00 AM,Jenkins Elementary,840,Wilson J,JEN01 AM,7:35:00 AM,7:18:19 AM,,7:18:19 AM,,,
9/23/2025 12:00:00 AM,Jenkins Elementary,841,Davis R,JEN02 AM,7:35:00 AM,7:12:07 AM,,7:12:07 AM,,,
9/23/2025 12:00:00 AM,Jenkins Elementary,842,Anderson C,JEN03 AM,7:35:00 AM,7:23:50 AM,,7:23:50 AM,,,
