Date,Campus,Bus,Driver,Route,Scheduled Time,Entry Time,Exit Time,Last Load Time,Time Difference between Entry Time and Scheduled Time,Time Difference between Last Load Time and Scheduled Time,NumberLoadedAtCampus
9/17/2025 12:00:00 AM,Northgate High School,1021,Thomas D,NOR02 PM,3:55:00 PM,,,3:59:51 PM,,,
9/17/2025 12:00:00 AM,Northgate High School,1022,Miller S,NOR03 PM,3:55:00 PM,4:30:41 PM,,4:30:41 PM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,900,Wilson J,AND01 PM,2:40:00 PM,2:51:40 PM,,2:51:40 PM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,901,Brown K,AND02 PM,2:40:00 PM,2:57:37 PM,,2:57:37 PM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,902,Taylor B,AND03 PM,2:40:00 PM,2:59:46 PM,,2:59:46 PM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,903,Johnson T,AND04 PM,2:40:00 PM,2:47:33 PM,,2:47:33 PM,,,
9/18/2025 12:00:00 AM,Anderson Elementary,904,Anderson C,AND05 PM,2:40:00 PM,2:49:56 PM,,2:49:56 PM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,910,Miller S,BAM01 PM,2:40:00 PM,2:53:31 PM,,2:53:31 PM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,911,Wilson J,BAM02 PM,2:40:00 PM,2:59:11 PM,,2:59:11 PM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,912,Taylor B,BAM03 PM,2:40:00 PM,3:03:02 PM,,3:03:02 PM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,913,Anderson C,BAM04 PM,2:40:00 PM,2:52:46 PM,,2:52:46 PM,,,
9/18/2025 12:00:00 AM,Bammel Elementary,914,Brown K,BAM05 PM,2:40:00 PM,2:51:28 PM,,2:51:28 PM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,920,Thomas D,COO01 PM,2:40:00 PM,3:03:36 PM,,3:03:36 PM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,921,Moore A,COO02 PM,2:40:00 PM,2:47:40 PM,,2:47:40 PM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,922,Brown K,COO03 PM,2:40:00 PM,3:02:13 PM,,3:02:13 PM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,923,Moore A,COO04 PM,2:40:00 PM,2:57:18 PM,,2:57:18 PM,,,
9/18/2025 12:00:00 AM,Cooper Elementary,924,Wilson J,COO05 PM,2:40:00 PM,2:48:11 PM,,2:48:11 PM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,930,Thomas D,HER01 PM,2:40:00 PM,2:52:42 PM,,2:52:42 PM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,931,Anderson C,HER02 PM,2:40:00 PM,3:02:58 PM,,3:02:58 PM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,932,Johnson T,HER03 PM,2:40:00 PM,3:38:03 PM,,3:38:03 PM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,933,Johnson T,HER04 PM,2:40:00 PM,3:03:28 PM,,3:03:28 PM,,,
9/18/2025 12:00:00 AM,Heritage Elementary,934,Wilson J,HER05 PM,2:40:00 PM,3:36:53 PM,,3:36:53 PM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,940,Johnson T,JEN01 PM,2:40:00 PM,3:03:20 PM,,3:03:20 PM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,941,Brown K,JEN02 PM,2:40:00 PM,3:31:36 PM,,3:31:36 PM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,942,Wilson J,JEN03 PM,2:40:00 PM,3:27:12 PM,,3:27:12 PM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,943,Johnson T,JEN04 PM,2:40:00 PM,2:48:09 PM,,2:48:09 PM,,,
9/18/2025 12:00:00 AM,Jenkins Elementary,944,Brown K,JEN05 PM,2:40:00 PM,3:06:08 PM,,3:06:08 PM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,950,Williams M,LEW01 PM,2:40:00 PM,3:08:02 PM,,3:08:02 PM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,951,Anderson C,LEW02 PM,2:40:00 PM,2:51:27 PM,,2:51:27 PM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,952,Johnson T,LEW03 PM,2:40:00 PM,2:49:48 PM,,2:49:48 PM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,953,Williams M,LEW04 PM,2:40:00 PM,3:38:00 PM,,3:38:00 PM,,,
9/18/2025 12:00:00 AM,Lewis Elementary,954,Brown K,LEW05 PM,2:40:00 PM,2:56:22 PM,,2:56:22 PM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,960,Johnson T,MAR01 PM,2:40:00 PM,3:07:37 PM,,3:07:37 PM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,961,Williams M,MAR02 PM,2:40:00 PM,3:28:20 PM,,3:28:20 PM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,962,Brown K,MAR03 PM,2:40:00 PM,3:00:59 PM,,3:00:59 PM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,963,Thomas D,MAR04 PM,2:40:00 PM,2:46:28 PM,,2:46:28 PM,,,
9/18/2025 12:00:00 AM,Marshall Elementary,964,Moore A,MAR05 PM,2:40:00 PM,3:05:57 PM,,3:05:57 PM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,970,Brown K,REY01 PM,2:40:00 PM,2:48:01 PM,,2:48:01 PM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,971,Thomas D,REY02 PM,2:40:00 PM,2:59:37 PM,,2:59:37 PM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,972,Miller S,REY03 PM,2:40:00 PM,2:53:29 PM,,2:53:29 PM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,973,Anderson C,REY04 PM,2:40:00 PM,3:08:50 PM,,3:08:50 PM,,,
9/18/2025 12:00:00 AM,Reynolds Elementary,974,Taylor B,REY05 PM,2:40:00 PM,3:01:06 PM,,3:01:06 PM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,980,Williams M,WES01 PM,3:10:00 PM,3:17:12 PM,,3:17:12 PM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,981,Williams M,WES02 PM,3:10:00 PM,3:24:23 PM,,3:24:23 PM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,982,Miller S,WES03 PM,3:10:00 PM,3:28:11 PM,,3:28:11 PM,,,
9/18/2025 12:00:00 AM,Westfield Middle School,983,Wilson J,WES04 PM,3:10:00 PM,3:15:21 PM,,3:15:21 PM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,990,Moore A,LAK01 PM,3:10:00 PM,3:19:05 PM,,3:19:05 PM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,991,Davis R,LAK02 PM,3:10:00 PM,3:18:19 PM,,3:18:19 PM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,992,Williams M,LAK03 PM,3:10:00 PM,3:42:01 PM,,3:42:01 PM,,,
9/18/2025 12:00:00 AM,Lakewood Middle School,993,Davis R,LAK04 PM,3:10:00 PM,3:37:40 PM,,3:37:40 PM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,1000,Wilson J,RIV01 PM,3:10:00 PM,3:31:02 PM,,3:31:02 PM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,1001,Thomas D,RIV02 PM,3:10:00 PM,3:17:12 PM,,3:17:12 PM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,1002,Williams M,RIV03 PM,3:10:00 PM,3:27:06 PM,,3:27:06 PM,,,
9/18/2025 12:00:00 AM,Riverside Middle School,1003,Johnson T,RIV04 PM,3:10:00 PM,3:20:13 PM,,3:20:13 PM,,,
9/18/2025 12:00:00 AM,Metro High School,1010,Thomas D,MET01 PM,3:55:00 PM,4:28:45 PM,,4:28:45 PM,,,
9/18/2025 12:00:00 AM,Metro High School,1011,Moore A,MET02 PM,3:55:00 PM,4:17:54 PM,,4:17:54 PM,,,
9/18/2025 12:00:00 AM,Metro High School,1012,Johnson T,MET03 PM,3:55:00 PM,4:54:59 PM,,4:54:59 PM,,,
9/18/2025 12:00:00 AM,Northgate High School,1020,Wilson J,NOR01 PM,3:55:00 PM,4:44:28 PM,,4:44:28 PM,,,
9/18/2025 12:00:00 AM,Northgate High School,1021,Taylor B,NOR02 PM,3:55:00 PM,4:42:01 PM,,4:42:01 PM,,,
9/18/2025 12:00:00 AM,Northgate High School,1022,Moore A,NOR03 PM,3:55:00 PM,4:54:22 PM,,4:54:22 PM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,900,Taylor B,AND01 PM,2:40:00 PM,2:45:16 PM,,2:45:16 PM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,901,Wilson J,AND02 PM,2:40:00 PM,2:54:38 PM,,2:54:38 PM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,902,Brown K,AND03 PM,2:40:00 PM,3:06:27 PM,,3:06:27 PM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,903,Taylor B,AND04 PM,2:40:00 PM,2:53:02 PM,,2:53:02 PM,,,
9/19/2025 12:00:00 AM,Anderson Elementary,904,Williams M,AND05 PM,2:40:00 PM,3:00:57 PM,,3:00:57 PM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,910,Taylor B,BAM01 PM,2:40:00 PM,2:59:37 PM,,2:59:37 PM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,911,Miller S,BAM02 PM,2:40:00 PM,2:57:34 PM,,2:57:34 PM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,912,Thomas D,BAM03 PM,2:40:00 PM,2:49:35 PM,,2:49:35 PM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,913,Brown K,BAM04 PM,2:40:00 PM,2:49:00 PM,,2:49:00 PM,,,
9/19/2025 12:00:00 AM,Bammel Elementary,914,Davis R,BAM05 PM,2:40:00 PM,2:58:08 PM,,2:58:08 PM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,920,Brown K,COO01 PM,2:40:00 PM,3:04:53 PM,,3:04:53 PM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,921,Davis R,COO02 PM,2:40:00 PM,3:04:40 PM,,3:04:40 PM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,922,Moore A,COO03 PM,2:40:00 PM,2:52:02 PM,,2:52:02 PM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,923,Anderson C,COO04 PM,2:40:00 PM,2:53:48 PM,,2:53:48 PM,,,
9/19/2025 12:00:00 AM,Cooper Elementary,924,Williams M,COO05 PM,2:40:00 PM,2:45:50 PM,,2:45:50 PM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,930,Williams M,HER01 PM,2:40:00 PM,3:07:16 PM,,3:07:16 PM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,931,Anderson C,HER02 PM,2:40:00 PM,3:02:09 PM,,3:02:09 PM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,932,Miller S,HER03 PM,2:40:00 PM,2:57:40 PM,,2:57:40 PM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,933,Moore A,HER04 PM,2:40:00 PM,3:23:44 PM,,3:23:44 PM,,,
9/19/2025 12:00:00 AM,Heritage Elementary,934,Anderson C,HER05 PM,2:40:00 PM,2:53:20 PM,,2:53:20 PM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,940,Williams M,JEN01 PM,2:40:00 PM,2:57:56 PM,,2:57:56 PM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,941,Williams M,JEN02 PM,2:40:00 PM,3:02:51 PM,,3:02:51 PM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,942,Davis R,JEN03 PM,2:40:00 PM,3:04:03 PM,,3:04:03 PM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,943,Johnson T,JEN04 PM,2:40:00 PM,3:03:16 PM,,3:03:16 PM,,,
9/19/2025 12:00:00 AM,Jenkins Elementary,944,Moore A,JEN05 PM,2:40:00 PM,3:00:26 PM,,3:00:26 PM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,950,Brown K,LEW01 PM,2:40:00 PM,2:55:34 PM,,2:55:34 PM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,951,Miller S,LEW02 PM,2:40:00 PM,2:52:54 PM,,2:52:54 PM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,952,Moore A,LEW03 PM,2:40:00 PM,3:07:18 PM,,3:07:18 PM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,953,Wilson J,LEW04 PM,2:40:00 PM,3:24:10 PM,,3:24:10 PM,,,
9/19/2025 12:00:00 AM,Lewis Elementary,954,Brown K,LEW05 PM,2:40:00 PM,2:54:25 PM,,2:54:25 PM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,960,Williams M,MAR01 PM,2:40:00 PM,3:01:52 PM,,3:01:52 PM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,961,Anderson C,MAR02 PM,2:40:00 PM,3:03:33 PM,,3:03:33 PM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,962,Taylor B,MAR03 PM,2:40:00 PM,2:56:28 PM,,2:56:28 PM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,963,Miller S,MAR04 PM,2:40:00 PM,3:13:09 PM,,3:13:09 PM,,,
9/19/2025 12:00:00 AM,Marshall Elementary,964,Davis R,MAR05 PM,2:40:00 PM,2:56:44 PM,,2:56:44 PM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,970,Anderson C,REY01 PM,2:40:00 PM,3:27:11 PM,,3:27:11 PM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,971,Anderson C,REY02 PM,2:40:00 PM,,,2:54:16 PM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,972,Miller S,REY03 PM,2:40:00 PM,2:47:07 PM,,2:47:07 PM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,973,Taylor B,REY04 PM,2:40:00 PM,3:34:52 PM,,3:34:52 PM,,,
9/19/2025 12:00:00 AM,Reynolds Elementary,974,Moore A,REY05 PM,2:40:00 PM,2:51:55 PM,,2:51:55 PM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,980,Brown K,WES01 PM,3:10:00 PM,3:17:38 PM,,3:17:38 PM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,981,Johnson T,WES02 PM,3:10:00 PM,3:51:46 PM,,3:51:46 PM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,982,Thomas D,WES03 PM,3:10:00 PM,3:37:50 PM,,3:37:50 PM,,,
9/19/2025 12:00:00 AM,Westfield Middle School,983,Williams M,WES04 PM,3:10:00 PM,4:07:27 PM,,4:07:27 PM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,990,Miller S,LAK01 PM,3:10:00 PM,3:32:56 PM,,3:32:56 PM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,991,Thomas D,LAK02 PM,3:10:00 PM,3:35:48 PM,,3:35:48 PM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,992,Thomas D,LAK03 PM,3:10:00 PM,3:32:47 PM,,3:32:47 PM,,,
9/19/2025 12:00:00 AM,Lakewood Middle School,993,Thomas D,LAK04 PM,3:10:00 PM,4:03:38 PM,,4:03:38 PM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,1000,Thomas D,RIV01 PM,3:10:00 PM,,,3:25:55 PM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,1001,Thomas D,RIV02 PM,3:10:00 PM,4:07:35 PM,,4:07:35 PM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,1002,Brown K,RIV03 PM,3:10:00 PM,4:02:35 PM,,4:02:35 PM,,,
9/19/2025 12:00:00 AM,Riverside Middle School,1003,Brown K,RIV04 PM,3:10:00 PM,3:16:45 PM,,3:16:45 PM,,,
9/19/2025 12:00:00 AM,Metro High School,1010,Brown K,MET01 PM,3:55:00 PM,4:02:44 PM,,4:02:44 PM,,,
9/19/2025 12:00:00 AM,Metro High School,1011,Moore A,MET02 PM,3:55:00 PM,4:55:51 PM,,4:55:51 PM,,,
9/19/2025 12:00:00 AM,Metro High School,1012,Johnson T,MET03 PM,3:55:00 PM,4:23:15 PM,,4:23:15 PM,,,
9/19/2025 12:00:00 AM,Northgate High School,1020,Wilson J,NOR01 PM,3:55:00 PM,4:13:50 PM,,4:13:50 PM,,,
9/19/2025 12:00:00 AM,Northgate High School,1021,Brown K,NOR02 PM,3:55:00 PM,,,4:50:46 PM,,,
9/19/2025 12:00:00 AM,Northgate High School,1022,Johnson T,NOR03 PM,3:55:00 PM,4:36:47 PM,,4:36:47 PM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,900,Williams M,AND01 PM,2:40:00 PM,2:47:00 PM,,2:47:00 PM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,901,Wilson J,AND02 PM,2:40:00 PM,2:59:34 PM,,2:59:34 PM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,902,Thomas D,AND03 PM,2:40:00 PM,3:02:48 PM,,3:02:48 PM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,903,Davis R,AND04 PM,2:40:00 PM,2:50:24 PM,,2:50:24 PM,,,
9/22/2025 12:00:00 AM,Anderson Elementary,904,Davis R,AND05 PM,2:40:00 PM,3:06:42 PM,,3:06:42 PM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,910,Wilson J,BAM01 PM,2:40:00 PM,2:59:57 PM,,2:59:57 PM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,911,Brown K,BAM02 PM,2:40:00 PM,3:31:33 PM,,3:31:33 PM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,912,Johnson T,BAM03 PM,2:40:00 PM,3:13:50 PM,,3:13:50 PM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,913,Wilson J,BAM04 PM,2:40:00 PM,3:08:08 PM,,3:08:08 PM,,,
9/22/2025 12:00:00 AM,Bammel Elementary,914,Brown K,BAM05 PM,2:40:00 PM,3:04:45 PM,,3:04:45 PM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,920,Miller S,COO01 PM,2:40:00 PM,2:59:03 PM,,2:59:03 PM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,921,Wilson J,COO02 PM,2:40:00 PM,3:00:53 PM,,3:00:53 PM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,922,Anderson C,COO03 PM,2:40:00 PM,,,3:05:04 PM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,923,Moore A,COO04 PM,2:40:00 PM,2:49:17 PM,,2:49:17 PM,,,
9/22/2025 12:00:00 AM,Cooper Elementary,924,Anderson C,COO05 PM,2:40:00 PM,3:00:33 PM,,3:00:33 PM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,930,Brown K,HER01 PM,2:40:00 PM,3:02:59 PM,,3:02:59 PM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,931,Taylor B,HER02 PM,2:40:00 PM,2:56:00 PM,,2:56:00 PM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,932,Williams M,HER03 PM,2:40:00 PM,2:46:47 PM,,2:46:47 PM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,933,Thomas D,HER04 PM,2:40:00 PM,2:45:00 PM,,2:45:00 PM,,,
9/22/2025 12:00:00 AM,Heritage Elementary,934,Williams M,HER05 PM,2:40:00 PM,3:05:09 PM,,3:05:09 PM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,940,Moore A,JEN01 PM,2:40:00 PM,2:53:17 PM,,2:53:17 PM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,941,Williams M,JEN02 PM,2:40:00 PM,2:54:51 PM,,2:54:51 PM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,942,Williams M,JEN03 PM,2:40:00 PM,2:52:43 PM,,2:52:43 PM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,943,Miller S,JEN04 PM,2:40:00 PM,3:15:26 PM,,3:15:26 PM,,,
9/22/2025 12:00:00 AM,Jenkins Elementary,944,Miller S,JEN05 PM,2:40:00 PM,2:52:45 PM,,2:52:45 PM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,950,Anderson C,LEW01 PM,2:40:00 PM,3:05:54 PM,,3:05:54 PM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,951,Johnson T,LEW02 PM,2:40:00 PM,2:56:28 PM,,2:56:28 PM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,952,Wilson J,LEW03 PM,2:40:00 PM,2:55:57 PM,,2:55:57 PM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,953,Taylor B,LEW04 PM,2:40:00 PM,3:14:05 PM,,3:14:05 PM,,,
9/22/2025 12:00:00 AM,Lewis Elementary,954,Anderson C,LEW05 PM,2:40:00 PM,2:54:45 PM,,2:54:45 PM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,960,Brown K,MAR01 PM,2:40:00 PM,2:53:44 PM,,2:53:44 PM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,961,Williams M,MAR02 PM,2:40:00 PM,3:12:00 PM,,3:12:00 PM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,962,Johnson T,MAR03 PM,2:40:00 PM,3:36:41 PM,,3:36:41 PM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,963,Taylor B,MAR04 PM,2:40:00 PM,3:26:06 PM,,3:26:06 PM,,,
9/22/2025 12:00:00 AM,Marshall Elementary,964,Brown K,MAR05 PM,2:40:00 PM,2:45:58 PM,,2:45:58 PM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,970,Johnson T,REY01 PM,2:40:00 PM,2:51:44 PM,,2:51:44 PM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,971,Miller S,REY02 PM,2:40:00 PM,2:54:04 PM,,2:54:04 PM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,972,Thomas D,REY03 PM,2:40:00 PM,3:28:22 PM,,3:28:22 PM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,973,Wilson J,REY04 PM,2:40:00 PM,2:58:31 PM,,2:58:31 PM,,,
9/22/2025 12:00:00 AM,Reynolds Elementary,974,Johnson T,REY05 PM,2:40:00 PM,2:57:45 PM,,2:57:45 PM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,980,Davis R,WES01 PM,3:10:00 PM,3:47:42 PM,,3:47:42 PM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,981,Thomas D,WES02 PM,3:10:00 PM,3:27:48 PM,,3:27:48 PM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,982,Wilson J,WES03 PM,3:10:00 PM,3:27:20 PM,,3:27:20 PM,,,
9/22/2025 12:00:00 AM,Westfield Middle School,983,Miller S,WES04 PM,3:10:00 PM,3:33:44 PM,,3:33:44 PM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,990,Davis R,LAK01 PM,3:10:00 PM,3:28:53 PM,,3:28:53 PM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,991,Johnson T,LAK02 PM,3:10:00 PM,3:19:56 PM,,3:19:56 PM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,992,Moore A,LAK03 PM,3:10:00 PM,3:29:21 PM,,3:29:21 PM,,,
9/22/2025 12:00:00 AM,Lakewood Middle School,993,Anderson C,LAK04 PM,3:10:00 PM,3:28:19 PM,,3:28:19 PM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,1000,Davis R,RIV01 PM,3:10:00 PM,3:31:11 PM,,3:31:11 PM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,1001,Johnson T,RIV02 PM,3:10:00 PM,3:20:14 PM,,3:20:14 PM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,1002,Brown K,RIV03 PM,3:10:00 PM,3:17:22 PM,,3:17:22 PM,,,
9/22/2025 12:00:00 AM,Riverside Middle School,1003,Williams M,RIV04 PM,3:10:00 PM,3:18:49 PM,,3:18:49 PM,,,
9/22/2025 12:00:00 AM,Metro High School,1010,Anderson C,MET01 PM,3:55:00 PM,4:23:29 PM,,4:23:29 PM,,,
9/22/2025 12:00:00 AM,Metro High School,1011,Williams M,MET02 PM,3:55:00 PM,4:17:48 PM,,4:17:48 PM,,,
9/22/2025 12:00:00 AM,Metro High School,1012,Davis R,MET03 PM,3:55:00 PM,4:05:51 PM,,4:05:51 PM,,,
9/22/2025 12:00:00 AM,Northgate High School,1020,Miller S,NOR01 PM,3:55:00 PM,4:05:35 PM,,4:05:35 PM,,,
9/22/2025 12:00:00 AM,Northgate High School,1021,Brown K,NOR02 PM,3:55:00 PM,4:08:17 PM,,4:08:17 PM,,,
9/22/2025 12:00:00 AM,Northgate High School,1022,Davis R,NOR03 PM,3:55:00 PM,4:22:12 PM,,4:22:12 PM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,900,Johnson T,AND01 PM,2:40:00 PM,2:49:14 PM,,2:49:14 PM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,901,Taylor B,AND02 PM,2:40:00 PM,2:46:57 PM,,2:46:57 PM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,902,Williams M,AND03 PM,2:40:00 PM,2:46:22 PM,,2:46:22 PM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,903,Taylor B,AND04 PM,2:40:00 PM,2:49:49 PM,,2:49:49 PM,,,
9/23/2025 12:00:00 AM,Anderson Elementary,904,Brown K,AND05 PM,2:40:00 PM,3:04:02 PM,,3:04:02 PM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,910,Anderson C,BAM01 PM,2:40:00 PM,3:04:24 PM,,3:04:24 PM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,911,Williams M,BAM02 PM,2:40:00 PM,2:57:35 PM,,2:57:35 PM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,912,Moore A,BAM03 PM,2:40:00 PM,3:03:32 PM,,3:03:32 PM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,913,Johnson T,BAM04 PM,2:40:00 PM,2:59:27 PM,,2:59:27 PM,,,
9/23/2025 12:00:00 AM,Bammel Elementary,914,Miller S,BAM05 PM,2:40:00 PM,3:05:38 PM,,3:05:38 PM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,920,Brown K,COO01 PM,2:40:00 PM,2:49:16 PM,,2:49:16 PM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,921,Brown K,COO02 PM,2:40:00 PM,3:06:09 PM,,3:06:09 PM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,922,Anderson C,COO03 PM,2:40:00 PM,3:08:39 PM,,3:08:39 PM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,923,Davis R,COO04 PM,2:40:00 PM,3:02:21 PM,,3:02:21 PM,,,
9/23/2025 12:00:00 AM,Cooper Elementary,924,Miller S,COO05 PM,2:40:00 PM,2:52:15 PM,,2:52:15 PM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,930,Johnson T,HER01 PM,2:40:00 PM,,,3:00:23 PM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,931,Taylor B,HER02 PM,2:40:00 PM,2:59:25 PM,,2:59:25 PM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,932,Wilson J,HER03 PM,2:40:00 PM,3:19:25 PM,,3:19:25 PM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,933,Anderson C,HER04 PM,2:40:00 PM,2:55:18 PM,,2:55:18 PM,,,
9/23/2025 12:00:00 AM,Heritage Elementary,934,Johnson T,HER05 PM,2:40:00 PM,3:16:48 PM,,3:16:48 PM,,,
